year,team_code,team_name,shirt_no,pos,player_key,player_display,dob,caps,club,club_nat,captain
2026,ARG,Argentina,23,GK,Emiliano Martínez,Emiliano Martínez,1992-09-02,59,Aston Villa,ENG,0
2026,ARG,Argentina,24,MF,Enzo Fernández,Enzo Fernández,2001-01-17,42,Chelsea,ENG,0
2026,ARG,Argentina,25,DF,Facundo Medina,Facundo Medina,1999-05-28,9,Marseille,FRA,0
2026,ARG,Argentina,26,DF,Nahuel Molina,Nahuel Molina,1998-04-06,58,Atlético Madrid,ESP,0
2026,AUS,Australia,1,GK,Mathew Ryan,Mathew Ryan,1992-04-08,104,Levante,ESP,1
2026,AUS,Australia,2,DF,Miloš Degenek,Miloš Degenek,1994-04-28,57,APOEL,CYP,0
2026,AUS,Australia,3,DF,Alessandro Circati,Alessandro Circati,2003-10-10,13,Parma,ITA,0
2026,AUS,Australia,4,DF,Jacob Italiano,Jacob Italiano,2001-07-30,5,Grazer AK,AUT,0
2026,AUS,Australia,5,DF,Jordan Bos,Jordan Bos,2002-10-29,27,Feyenoord,NED,0
2026,AUS,Australia,6,DF,Jason Geria,Jason Geria,1993-05-10,14,Albirex Niigata,JPN,0
2026,AUS,Australia,7,FW,Mathew Leckie,Mathew Leckie,1991-02-04,80,Melbourne City,AUS,0
2026,AUS,Australia,8,MF,Connor Metcalfe,Connor Metcalfe,1999-11-05,36,FC St. Pauli,GER,0
2026,AUS,Australia,9,FW,"Mohamed Touré (soccer, born 2004)",Mohamed Touré,2004-03-26,10,Norwich City,ENG,0
2026,AUS,Australia,10,FW,Ajdin Hrustic,Ajdin Hrustic,1996-07-05,37,Heracles Almelo,NED,0
2026,AUS,Australia,11,FW,Awer Mabil,Awer Mabil,1995-09-15,38,Castellón,ESP,0
2026,AUS,Australia,12,GK,Paul Izzo,Paul Izzo,1995-01-06,4,Randers,DEN,0
2026,AUS,Australia,13,MF,Aiden O'Neill,Aiden O'Neill,1998-07-04,31,New York City FC,USA,0
2026,AUS,Australia,14,MF,Cammy Devlin,Cammy Devlin,1998-06-07,5,Heart of Midlothian,SCO,0
2026,AUS,Australia,15,DF,Kai Trewin,Kai Trewin,2001-05-18,6,New York City FC,USA,0
2026,AUS,Australia,16,DF,Aziz Behich,Aziz Behich,1990-12-16,84,Melbourne City,AUS,0
2026,AUS,Australia,17,FW,Nestory Irankunda,Nestory Irankunda,2006-02-09,15,Watford,ENG,0
2026,AUS,Australia,18,GK,Patrick Beach,Patrick Beach,2003-08-06,2,Melbourne City,AUS,0
2026,AUS,Australia,19,DF,Harry Souttar,Harry Souttar,1998-10-22,38,Leicester City,ENG,0
2026,AUS,Australia,20,FW,Cristian Volpato,Cristian Volpato,2003-11-15,1,Sassuolo,ITA,0
2026,AUS,Australia,21,DF,Cameron Burgess,Cameron Burgess,1995-10-21,27,Swansea City,WAL,0
2026,AUS,Australia,22,MF,Jackson Irvine,Jackson Irvine,1993-03-07,82,FC St. Pauli,GER,0
2026,AUS,Australia,23,FW,Nishan Velupillay,Nishan Velupillay,2001-05-07,7,Melbourne Victory,AUS,0
2026,AUS,Australia,24,MF,Paul Okon-Engstler,Paul Okon-Engstler,2005-01-24,6,Sydney FC,AUS,0
2026,AUS,Australia,25,DF,Lucas Herrington,Lucas Herrington,2007-09-05,4,Colorado Rapids,USA,0
2026,AUS,Australia,26,FW,Tete Yengi,Tete Yengi,2000-11-28,1,Machida Zelvia,JPN,0
2026,AUT,Austria,1,GK,Alexander Schlager,Alexander Schlager,1996-02-01,26,Red Bull Salzburg,AUT,0
2026,AUT,Austria,2,DF,"David Affengruber (footballer, born 2001)",David Affengruber,2001-03-19,1,Elche,ESP,0
2026,AUT,Austria,3,DF,Kevin Danso,Kevin Danso,1998-09-19,32,Tottenham Hotspur,ENG,0
2026,AUT,Austria,4,MF,Xaver Schlager,Xaver Schlager,1997-09-28,51,RB Leipzig,GER,0
2026,AUT,Austria,5,DF,Stefan Posch,Stefan Posch,1997-05-14,52,Mainz 05,GER,0
2026,AUT,Austria,6,MF,Nicolas Seiwald,Nicolas Seiwald,2001-05-04,47,RB Leipzig,GER,0
2026,AUT,Austria,7,FW,Marko Arnautović,Marko Arnautović,1989-04-19,133,Red Star Belgrade,SRB,0
2026,AUT,Austria,8,DF,David Alaba,David Alaba,1992-06-24,113,Real Madrid,ESP,1
2026,AUT,Austria,9,MF,Marcel Sabitzer,Marcel Sabitzer,1994-03-17,98,Borussia Dortmund,GER,0
2026,AUT,Austria,10,MF,Florian Grillitsch,Florian Grillitsch,1995-08-07,58,Braga,POR,0
2026,AUT,Austria,11,FW,Michael Gregoritsch,Michael Gregoritsch,1994-04-18,75,FC Augsburg,GER,0
2026,AUT,Austria,12,GK,Florian Wiegele,Florian Wiegele,2001-03-21,1,Viktoria Plzeň,CZE,0
2026,AUT,Austria,13,GK,Patrick Pentz,Patrick Pentz,1997-01-02,18,Brøndby,DEN,0
2026,AUT,Austria,14,FW,Saša Kalajdžić,Saša Kalajdžić,1997-07-07,22,LASK,AUT,0
2026,AUT,Austria,15,DF,Philipp Lienhart,Philipp Lienhart,1996-07-11,41,SC Freiburg,GER,0
2026,AUT,Austria,16,DF,Phillipp Mwene,Phillipp Mwene,1994-01-29,30,Mainz 05,GER,0
2026,AUT,Austria,17,MF,Carney Chukwuemeka,Carney Chukwuemeka,2003-10-20,3,Borussia Dortmund,GER,0
2026,AUT,Austria,18,MF,Romano Schmid,Romano Schmid,2000-01-27,34,Werder Bremen,GER,0
2026,AUT,Austria,19,MF,Dejan Ljubičić,Dejan Ljubičić,1997-10-08,9,Schalke 04,GER,0
2026,AUT,Austria,20,MF,Konrad Laimer,Konrad Laimer,1997-05-27,57,Bayern Munich,GER,0
2026,AUT,Austria,21,FW,Patrick Wimmer,Patrick Wimmer,2001-05-30,30,VfL Wolfsburg,GER,0
2026,AUT,Austria,22,MF,Alexander Prass,Alexander Prass,2001-05-26,19,TSG Hoffenheim,GER,0
2026,AUT,Austria,23,DF,Marco Friedl,Marco Friedl,1998-03-16,11,Werder Bremen,GER,0
2026,AUT,Austria,24,MF,Paul Wanner,Paul Wanner,2005-12-23,3,PSV Eindhoven,NED,0
2026,AUT,Austria,25,DF,Michael Svoboda,Michael Svoboda,1998-10-15,4,Venezia,ITA,0
2026,AUT,Austria,26,MF,Alessandro Schöpf,Alessandro Schöpf,1994-02-07,35,Wolfsberger AC,AUT,0
2026,BEL,Belgium,1,GK,Thibaut Courtois,Thibaut Courtois,1992-05-11,109,Real Madrid,ESP,0
2026,BEL,Belgium,2,DF,Zeno Debast,Zeno Debast,2003-10-24,26,Sporting CP,POR,0
2026,BEL,Belgium,3,DF,Arthur Theate,Arthur Theate,2000-05-25,33,Eintracht Frankfurt,GER,0
2026,BEL,Belgium,4,DF,Brandon Mechele,Brandon Mechele,1993-01-28,9,Club Brugge,BEL,0
2026,BEL,Belgium,5,DF,Maxim De Cuyper,Maxim De Cuyper,2000-12-22,19,Brighton & Hove Albion,ENG,0
2026,BEL,Belgium,6,MF,Axel Witsel,Axel Witsel,1989-01-12,138,Girona,ESP,0
2026,BEL,Belgium,7,MF,Kevin De Bruyne,Kevin De Bruyne,1991-06-28,119,Napoli,ITA,0
2026,BEL,Belgium,8,MF,Youri Tielemans,Youri Tielemans,1997-05-07,85,Aston Villa,ENG,1
2026,BEL,Belgium,9,FW,Romelu Lukaku,Romelu Lukaku,1993-05-13,126,Napoli,ITA,0
2026,BEL,Belgium,10,FW,Leandro Trossard,Leandro Trossard,1994-12-04,51,Arsenal,ENG,0
2026,BEL,Belgium,11,FW,Jérémy Doku,Jérémy Doku,2002-05-27,43,Manchester City,ENG,0
2026,BEL,Belgium,12,GK,Senne Lammens,Senne Lammens,2002-07-07,2,Manchester United,ENG,0
2026,BEL,Belgium,13,GK,Mike Penders,Mike Penders,2005-07-31,0,Strasbourg,FRA,0
2026,BEL,Belgium,14,FW,Dodi Lukébakio,Dodi Lukébakio,1997-09-24,30,Benfica,POR,0
2026,BEL,Belgium,15,DF,Thomas Meunier,Thomas Meunier,1991-09-12,80,Lille,FRA,0
2026,BEL,Belgium,16,DF,Koni De Winter,Koni De Winter,2002-06-12,8,AC Milan,ITA,0
2026,BEL,Belgium,17,FW,Charles De Ketelaere,Charles De Ketelaere,2001-03-10,30,Atalanta,ITA,0
2026,BEL,Belgium,18,DF,Joaquin Seys,Joaquin Seys,2005-03-28,5,Club Brugge,BEL,0
2026,BEL,Belgium,19,MF,Diego Moreira,Diego Moreira,2004-08-06,3,Strasbourg,FRA,0
2026,BEL,Belgium,20,MF,Hans Vanaken,Hans Vanaken,1992-08-24,34,Club Brugge,BEL,0
2026,BEL,Belgium,21,DF,Timothy Castagne,Timothy Castagne,1995-12-05,63,Fulham,ENG,0
2026,BEL,Belgium,22,MF,Alexis Saelemaekers,Alexis Saelemaekers,1999-06-27,24,AC Milan,ITA,0
2026,BEL,Belgium,23,MF,Nicolas Raskin,Nicolas Raskin,2001-02-23,13,Rangers,SCO,0
2026,BEL,Belgium,24,MF,Amadou Onana,Amadou Onana,2001-08-16,29,Aston Villa,ENG,0
2026,BEL,Belgium,25,DF,Nathan Ngoy,Nathan Ngoy,2003-06-10,4,Lille,FRA,0
2026,BEL,Belgium,26,FW,Matias Fernandez-Pardo,Matias Fernandez-Pardo,2005-02-03,2,Lille,FRA,0
2026,BIH,Bosnia and Herzegovina,1,GK,Nikola Vasilj,Nikola Vasilj,1995-12-02,26,FC St. Pauli,GER,0
2026,BIH,Bosnia and Herzegovina,2,DF,Nihad Mujakić,Nihad Mujakić,1998-04-15,12,Gaziantep,TUR,0
2026,BIH,Bosnia and Herzegovina,3,DF,Dennis Hadžikadunić,Dennis Hadžikadunić,1998-07-09,32,Sampdoria,ITA,0
2026,BIH,Bosnia and Herzegovina,4,DF,Tarik Muharemović,Tarik Muharemović,2003-02-28,14,Sassuolo,ITA,0
2026,BIH,Bosnia and Herzegovina,5,DF,Sead Kolašinac,Sead Kolašinac,1993-06-20,65,Atalanta,ITA,0
2026,BIH,Bosnia and Herzegovina,6,MF,Benjamin Tahirović,Benjamin Tahirović,2003-03-03,28,Brøndby,DEN,0
2026,BIH,Bosnia and Herzegovina,7,DF,Amar Dedić,Amar Dedić,2002-08-18,28,Benfica,POR,0
2026,BIH,Bosnia and Herzegovina,8,MF,Armin Gigović,Armin Gigović,2002-04-06,20,Young Boys,SUI,0
2026,BIH,Bosnia and Herzegovina,9,FW,Samed Baždar,Samed Baždar,2004-01-31,13,Jagiellonia Białystok,POL,0
2026,BIH,Bosnia and Herzegovina,10,FW,Ermedin Demirović,Ermedin Demirović,1998-03-25,40,VfB Stuttgart,GER,0
2026,BIH,Bosnia and Herzegovina,11,FW,Edin Džeko,Edin Džeko,1986-03-17,148,Schalke 04,GER,1
2026,BIH,Bosnia and Herzegovina,12,GK,Mladen Jurkas,Mladen Jurkas,2007-10-07,0,Borac Banja Luka,BIH,0
2026,BIH,Bosnia and Herzegovina,13,MF,Ivan Bašić,Ivan Bašić,2002-04-30,17,Astana,KAZ,0
2026,BIH,Bosnia and Herzegovina,14,MF,Ivan Šunjić,Ivan Šunjić,1996-10-09,11,Pafos,CYP,0
2026,BIH,Bosnia and Herzegovina,15,MF,Amar Memić,Amar Memić,2001-01-20,13,Viktoria Plzeň,CZE,0
2026,BIH,Bosnia and Herzegovina,16,MF,Amir Hadžiahmetović,Amir Hadžiahmetović,1997-03-08,36,Hull City,ENG,0
2026,BIH,Bosnia and Herzegovina,17,MF,Dženis Burnić,Dženis Burnić,1998-05-22,20,Karlsruher SC,GER,0
2026,BIH,Bosnia and Herzegovina,18,DF,Nikola Katić,Nikola Katić,1996-10-10,17,Schalke 04,GER,0
2026,BIH,Bosnia and Herzegovina,19,FW,Kerim Alajbegović,Kerim Alajbegović,2007-09-21,10,Red Bull Salzburg,AUT,0
2026,BIH,Bosnia and Herzegovina,20,FW,Esmir Bajraktarević,Esmir Bajraktarević,2005-03-10,16,PSV Eindhoven,NED,0
2026,BIH,Bosnia and Herzegovina,21,DF,Stjepan Radeljić,Stjepan Radeljić,1997-09-05,5,Rijeka,CRO,0
2026,BIH,Bosnia and Herzegovina,22,GK,Martin Zlomislić,Martin Zlomislić,1998-08-16,3,Rijeka,CRO,0
2026,BIH,Bosnia and Herzegovina,23,FW,Haris Tabaković,Haris Tabaković,1994-06-20,10,Borussia Mönchengladbach,GER,0
2026,BIH,Bosnia and Herzegovina,24,DF,Arjan Malić,Arjan Malić,2005-08-28,8,Sturm Graz,AUT,0
2026,BIH,Bosnia and Herzegovina,25,FW,Jovo Lukić,Jovo Lukić,1998-11-28,3,Universitatea Cluj,ROU,0
2026,BIH,Bosnia and Herzegovina,26,MF,Ermin Mahmić,Ermin Mahmić,2005-03-14,2,Slovan Liberec,CZE,0
2026,BRA,Brazil,1,GK,Alisson Becker,Alisson,1992-10-02,78,Liverpool,ENG,0
2026,BRA,Brazil,2,MF,"Éderson (footballer, born 1999)",Éderson Silva,1999-07-07,3,Atalanta,ITA,0
2026,BRA,Brazil,3,DF,Gabriel Magalhães,Gabriel Magalhães,1997-12-19,17,Arsenal,ENG,0
2026,BRA,Brazil,4,DF,Marquinhos,Marquinhos,1994-05-14,105,Paris Saint-Germain,FRA,1
2026,BRA,Brazil,5,MF,Casemiro,Casemiro,1992-02-23,86,Manchester United,ENG,0
2026,BRA,Brazil,6,DF,Alex Sandro,Alex Sandro,1991-01-26,45,Flamengo,BRA,0
2026,BRA,Brazil,7,FW,Vinícius Júnior,Vinícius Júnior,2000-07-12,49,Real Madrid,ESP,0
2026,BRA,Brazil,8,MF,Bruno Guimarães,Bruno Guimarães,1997-11-16,43,Newcastle United,ENG,0
2026,BRA,Brazil,9,FW,Matheus Cunha,Matheus Cunha,1999-05-27,23,Manchester United,ENG,0
2026,BRA,Brazil,10,FW,Neymar,Neymar,1992-02-05,128,Santos,BRA,0
2026,BRA,Brazil,11,FW,Raphinha,Raphinha,1996-12-14,39,Barcelona,ESP,0
2026,BRA,Brazil,12,GK,"Weverton (footballer, born 1987)",Weverton,1987-12-13,11,Grêmio,BRA,0
2026,BRA,Brazil,13,DF,"Danilo (footballer, born July 1991)",Danilo Luiz,1991-07-15,70,Flamengo,BRA,0
2026,BRA,Brazil,14,DF,Gleison Bremer,Bremer,1997-03-18,8,Juventus,ITA,0
2026,BRA,Brazil,15,DF,"Léo Pereira (footballer, born 1996)",Léo Pereira,1996-01-31,4,Flamengo,BRA,0
2026,BRA,Brazil,16,DF,"Douglas Santos (footballer, born 1994)",Douglas Santos,1994-03-22,7,Zenit Saint Petersburg,RUS,0
2026,BRA,Brazil,17,MF,"Fabinho (footballer, born 1993)",Fabinho,1993-10-23,33,Al-Ittihad,KSA,0
2026,BRA,Brazil,18,MF,"Danilo (footballer, born 2001)",Danilo Santos,2001-04-29,4,Botafogo,BRA,0
2026,BRA,Brazil,19,FW,"Endrick (footballer, born 2006)",Endrick,2006-07-21,17,Lyon,FRA,0
2026,BRA,Brazil,20,MF,Lucas Paquetá,Lucas Paquetá,1997-08-27,63,Flamengo,BRA,0
2026,BRA,Brazil,21,FW,"Luiz Henrique (footballer, born 2001)",Luiz Henrique,2001-01-02,15,Zenit Saint Petersburg,RUS,0
2026,BRA,Brazil,22,FW,Gabriel Martinelli,Gabriel Martinelli,2001-06-18,23,Arsenal,ENG,0
2026,BRA,Brazil,23,GK,"Ederson (footballer, born 1993)",Ederson Moraes,1993-08-17,32,Fenerbahçe,TUR,0
2026,BRA,Brazil,24,DF,Roger Ibañez,Roger Ibañez,1998-11-23,7,Al-Ahli,KSA,0
2026,BRA,Brazil,25,FW,Igor Thiago,Igor Thiago,2001-06-26,4,Brentford,ENG,0
2026,BRA,Brazil,26,FW,"Rayan (footballer, born 2006)",Rayan,2006-08-03,2,Bournemouth,ENG,0
2026,CAN,Canada,1,GK,Dayne St. Clair,Dayne St. Clair,1997-05-09,20,Inter Miami CF,USA,0
2026,CAN,Canada,2,DF,Alistair Johnston,Alistair Johnston,1998-10-08,58,Celtic,SCO,0
2026,CAN,Canada,3,DF,Alfie Jones,Alfie Jones,1997-10-07,2,Middlesbrough,ENG,0
2026,CAN,Canada,4,DF,Luc de Fougerolles,Luc de Fougerolles,2005-10-12,13,Dender EH,BEL,0
2026,CAN,Canada,5,DF,Joel Waterman,Joel Waterman,1996-01-24,17,Chicago Fire FC,USA,0
2026,CAN,Canada,6,MF,Mathieu Choinière,Mathieu Choinière,1999-02-07,23,Los Angeles FC,USA,0
2026,CAN,Canada,7,MF,Stephen Eustáquio,Stephen Eustáquio,1996-12-21,56,Los Angeles FC,USA,0
2026,CAN,Canada,8,MF,Ismaël Koné,Ismaël Koné,2002-06-16,40,Sassuolo,ITA,0
2026,CAN,Canada,9,FW,Cyle Larin,Cyle Larin,1995-04-17,90,Southampton,ENG,0
2026,CAN,Canada,10,FW,Jonathan David,Jonathan David,2000-01-14,77,Juventus,ITA,0
2026,CAN,Canada,11,MF,Liam Millar,Liam Millar,1999-09-27,41,Hull City,ENG,0
2026,CAN,Canada,12,FW,Tani Oluwaseyi,Tani Oluwaseyi,2000-05-15,24,Villarreal,ESP,0
2026,CAN,Canada,13,DF,Derek Cornelius,Derek Cornelius,1997-11-25,44,Rangers,SCO,0
2026,CAN,Canada,14,MF,Jacob Shaffelburg,Jacob Shaffelburg,1999-11-26,31,Los Angeles FC,USA,0
2026,CAN,Canada,15,DF,Moïse Bombito,Moïse Bombito,2000-03-30,20,Nice,FRA,0
2026,CAN,Canada,16,GK,Maxime Crépeau,Maxime Crépeau,1994-05-11,32,Orlando City SC,USA,0
2026,CAN,Canada,17,FW,Tajon Buchanan,Tajon Buchanan,1999-02-08,60,Villarreal,ESP,0
2026,CAN,Canada,18,GK,Owen Goodman,Owen Goodman,2003-11-27,0,Barnsley,ENG,0
2026,CAN,Canada,19,DF,Alphonso Davies,Alphonso Davies,2000-11-02,58,Bayern Munich,GER,1
2026,CAN,Canada,20,FW,Ali Ahmed (soccer),Ali Ahmed,2000-10-10,24,Norwich City,ENG,0
2026,CAN,Canada,21,MF,Jonathan Osorio,Jonathan Osorio,1992-06-12,90,Toronto FC,CAN,0
2026,CAN,Canada,22,DF,Richie Laryea,Richie Laryea,1995-01-07,75,Toronto FC,CAN,0
2026,CAN,Canada,23,DF,Niko Sigur,Niko Sigur,2003-09-09,19,Hajduk Split,CRO,0
2026,CAN,Canada,24,FW,Promise David,Promise David,2001-07-03,10,Union Saint-Gilloise,BEL,0
2026,CAN,Canada,25,MF,Nathan Saliba,Nathan Saliba,2004-02-07,15,Anderlecht,BEL,0
2026,CAN,Canada,26,FW,Jayden Nelson,Jayden Nelson,2002-09-26,14,Austin FC,USA,0
2026,CPV,Cape Verde,1,GK,Vozinha,Vozinha,1986-06-03,90,Chaves,POR,0
2026,CPV,Cape Verde,2,DF,Stopira,Stopira,1988-05-20,61,Torreense,POR,0
2026,CPV,Cape Verde,3,DF,"Diney (footballer, born 1995)",Diney,1995-01-17,32,Al Bataeh,UAE,0
2026,CPV,Cape Verde,4,DF,Pico Lopes,Pico,1992-06-17,45,Shamrock Rovers,IRL,0
2026,CPV,Cape Verde,5,DF,Logan Costa,Logan Costa,2001-04-01,28,Villarreal,ESP,0
2026,CPV,Cape Verde,6,MF,Kevin Pina (footballer),Kevin Pina,1997-01-27,31,Krasnodar,RUS,0
2026,CPV,Cape Verde,7,MF,Jovane Cabral,Jovane Cabral,1998-06-14,29,Estrela Amadora,POR,0
2026,CPV,Cape Verde,8,MF,João Paulo Fernandes (footballer),João Paulo,1998-05-26,41,FCSB,ROU,0
2026,CPV,Cape Verde,9,FW,Gilson Benchimol,Gilson Benchimol,2001-12-29,21,Akron Tolyatti,RUS,0
2026,CPV,Cape Verde,10,MF,Jamiro Monteiro,Jamiro Monteiro,1993-11-23,55,PEC Zwolle,NED,0
2026,CPV,Cape Verde,11,MF,Garry Rodrigues,Garry Rodrigues,1990-11-27,61,Apollon Limassol,CYP,0
2026,CPV,Cape Verde,12,GK,Márcio Rosa,Márcio Rosa,1997-02-23,11,Montana,BUL,0
2026,CPV,Cape Verde,13,DF,Sidny Lopes Cabral,Sidny Lopes Cabral,2002-09-18,11,Benfica,POR,0
2026,CPV,Cape Verde,14,MF,Deroy Duarte,Deroy Duarte,1999-07-04,33,Ludogorets Razgrad,BUL,0
2026,CPV,Cape Verde,15,MF,Laros Duarte,Laros Duarte,1997-02-28,20,Puskás Akadémia,HUN,0
2026,CPV,Cape Verde,16,MF,Yannick Semedo,Yannick Semedo,1995-12-29,11,Farense,POR,0
2026,CPV,Cape Verde,17,MF,Willy Semedo,Willy Semedo,1994-04-27,38,Omonia,CYP,0
2026,CPV,Cape Verde,18,MF,Telmo Arcanjo,Telmo Arcanjo,2001-06-21,16,Vitória de Guimarães,POR,0
2026,CPV,Cape Verde,19,FW,Dailon Livramento,Dailon Livramento,2001-05-04,22,Casa Pia,POR,0
2026,CPV,Cape Verde,20,FW,Ryan Mendes,Ryan Mendes,1990-01-08,96,Iğdır,TUR,1
2026,CPV,Cape Verde,21,MF,Nuno da Costa,Nuno da Costa,1991-02-10,9,İstanbul Başakşehir,TUR,0
2026,CPV,Cape Verde,22,DF,Steven Moreira,Steven Moreira,1994-08-13,20,Columbus Crew,USA,0
2026,CPV,Cape Verde,23,GK,CJ dos Santos,CJ dos Santos,2000-08-24,1,San Diego FC,USA,0
2026,CPV,Cape Verde,24,DF,Wagner Pina,Wagner Pina,2002-11-03,14,Trabzonspor,TUR,0
2026,CPV,Cape Verde,25,DF,Kelvin Pires,Kelvin Pires,2000-06-05,6,SJK,FIN,0
2026,CPV,Cape Verde,26,MF,Hélio Varela,Hélio Varela,2002-05-03,21,Maccabi Tel Aviv,ISR,0
2026,COL,Colombia,1,GK,David Ospina,David Ospina,1988-08-31,130,Atlético Nacional,COL,0
2026,COL,Colombia,2,DF,Daniel Muñoz (footballer),Daniel Muñoz,1996-05-26,46,Crystal Palace,ENG,0
2026,COL,Colombia,3,DF,Jhon Lucumí,Jhon Lucumí,1998-06-26,37,Bologna,ITA,0
2026,COL,Colombia,4,DF,Santiago Arias,Santiago Arias,1992-01-13,68,Independiente,ARG,0
2026,COL,Colombia,5,MF,Kevin Castaño,Kevin Castaño,2000-09-29,25,River Plate,ARG,0
2026,COL,Colombia,6,MF,Richard Ríos,Richard Ríos,2000-06-02,32,Benfica,POR,0
2026,COL,Colombia,7,FW,"Luis Díaz (footballer, born 1997)",Luis Díaz,1997-01-13,74,Bayern Munich,GER,0
2026,COL,Colombia,8,MF,Jorge Carrascal,Jorge Carrascal,1998-05-25,24,Flamengo,BRA,0
2026,COL,Colombia,9,FW,Jhon Córdoba,Jhon Córdoba,1993-05-11,21,Krasnodar,RUS,0
2026,COL,Colombia,10,MF,James Rodríguez,James Rodríguez,1991-07-12,126,Minnesota United FC,USA,1
2026,COL,Colombia,11,MF,Jhon Arias (footballer),Jhon Arias,1997-09-21,38,Palmeiras,BRA,0
2026,COL,Colombia,12,GK,Camilo Vargas,Camilo Vargas,1989-03-09,42,Atlas,MEX,0
2026,COL,Colombia,13,DF,Yerry Mina,Yerry Mina,1994-09-23,54,Cagliari,ITA,0
2026,COL,Colombia,14,DF,Gustavo Puerta,Gustavo Puerta,2003-07-23,6,Racing Santander,ESP,0
2026,COL,Colombia,15,MF,Juan Portilla,Juan Portilla,1998-09-12,10,Athletico Paranaense,BRA,0
2026,COL,Colombia,16,MF,Jefferson Lerma,Jefferson Lerma,1994-10-25,65,Crystal Palace,ENG,0
2026,COL,Colombia,17,DF,Johan Mojica,Johan Mojica,1992-08-21,45,Mallorca,ESP,0
2026,COL,Colombia,18,DF,Willer Ditta,Willer Ditta,1998-01-23,5,Cruz Azul,MEX,0
2026,COL,Colombia,19,FW,Cucho Hernández,Cucho Hernández,1999-04-20,9,Real Betis,ESP,0
2026,COL,Colombia,20,MF,Juan Fernando Quintero,Juan Fernando Quintero,1993-01-18,49,River Plate,ARG,0
2026,COL,Colombia,21,FW,Jaminton Campaz,Jaminton Campaz,2000-05-24,10,Rosario Central,ARG,0
2026,COL,Colombia,22,DF,Deiver Machado,Deiver Machado,1993-09-02,15,Nantes,FRA,0
2026,COL,Colombia,23,DF,Davinson Sánchez,Davinson Sánchez,1996-06-12,79,Galatasaray,TUR,0
2026,COL,Colombia,24,GK,Álvaro Montero (Colombian footballer),Álvaro Montero,1995-03-29,12,Vélez Sarsfield,ARG,0
2026,COL,Colombia,25,FW,"Luis Suárez (footballer, born 1997)",Luis Suárez,1997-12-02,12,Sporting CP,POR,0
2026,COL,Colombia,26,FW,Andrés Gómez (footballer),Andrés Gómez,2002-09-12,8,Vasco da Gama,BRA,0
2026,CRO,Croatia,1,GK,Dominik Livaković,Dominik Livaković,1995-01-09,75,Dinamo Zagreb,CRO,0
2026,CRO,Croatia,2,DF,Josip Stanišić,Josip Stanišić,2000-04-02,31,Bayern Munich,GER,0
2026,CRO,Croatia,3,DF,Marin Pongračić,Marin Pongračić,1997-09-11,20,Fiorentina,ITA,0
2026,CRO,Croatia,4,DF,Joško Gvardiol,Joško Gvardiol,2002-01-23,48,Manchester City,ENG,0
2026,CRO,Croatia,5,DF,Duje Ćaleta-Car,Duje Ćaleta-Car,1996-09-17,38,Real Sociedad,ESP,0
2026,CRO,Croatia,6,DF,Josip Šutalo,Josip Šutalo,2000-02-28,33,Ajax,NED,0
2026,CRO,Croatia,7,MF,Nikola Moro,Nikola Moro,1998-03-12,10,Bologna,ITA,0
2026,CRO,Croatia,8,MF,Mateo Kovačić,Mateo Kovačić,1994-05-06,113,Manchester City,ENG,0
2026,CRO,Croatia,9,FW,Andrej Kramarić,Andrej Kramarić,1991-06-19,116,TSG Hoffenheim,GER,0
2026,CRO,Croatia,10,MF,Luka Modrić,Luka Modrić,1985-09-09,198,AC Milan,ITA,1
2026,CRO,Croatia,11,FW,Ante Budimir,Ante Budimir,1991-07-22,38,Osasuna,ESP,0
2026,CRO,Croatia,12,GK,Ivor Pandur,Ivor Pandur,2000-03-25,0,Hull City,ENG,0
2026,CRO,Croatia,13,MF,Nikola Vlašić,Nikola Vlašić,1997-10-04,63,Torino,ITA,0
2026,CRO,Croatia,14,FW,Ivan Perišić,Ivan Perišić,1989-02-02,154,PSV Eindhoven,NED,0
2026,CRO,Croatia,15,MF,Mario Pašalić,Mario Pašalić,1995-02-09,85,Atalanta,ITA,0
2026,CRO,Croatia,16,MF,Martin Baturina,Martin Baturina,2003-02-16,19,Como,ITA,0
2026,CRO,Croatia,17,MF,Petar Sučić,Petar Sučić,2003-10-25,17,Inter Milan,ITA,0
2026,CRO,Croatia,18,DF,Kristijan Jakić,Kristijan Jakić,1997-05-14,17,FC Augsburg,GER,0
2026,CRO,Croatia,19,MF,Toni Fruk,Toni Fruk,2001-03-09,7,Rijeka,CRO,0
2026,CRO,Croatia,20,FW,Igor Matanović,Igor Matanović,2003-03-31,9,SC Freiburg,GER,0
2026,CRO,Croatia,21,MF,Luka Sučić,Luka Sučić,2002-09-08,21,Real Sociedad,ESP,0
2026,CRO,Croatia,22,DF,Luka Vušković,Luka Vušković,2007-02-24,5,Hamburger SV,GER,0
2026,CRO,Croatia,23,GK,Dominik Kotarski,Dominik Kotarski,2000-02-10,4,Copenhagen,DEN,0
2026,CRO,Croatia,24,FW,Marco Pašalić,Marco Pašalić,2000-09-14,15,Orlando City SC,USA,0
2026,CRO,Croatia,25,DF,Martin Erlić,Martin Erlić,1998-01-24,13,Midtjylland,DEN,0
2026,CRO,Croatia,26,FW,Petar Musa,Petar Musa,1998-03-04,11,FC Dallas,USA,0
2026,CUW,Curaçao,1,GK,Eloy Room,Eloy Room,1989-02-06,71,Miami FC,USA,0
